Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
Classic Car Dealer,,Trojan Cars,service,United Kingdom,Southsea,"245-247 Francis Avenue, Portsmouth, Southsea PO4 0AL, UK",QUG,Chichester,,,,,,
Classic Car Dealer,,TURN8,service,Belgium,Zwijndrecht,"Jozef Duthoystraat 40, 8790 Waregem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Ultra Motorsports,service,United States,Fort Wayne,"4325 Engle Ridge Drive, Fort Wayne, IN 46804, USA",FWA,Fort Wayne,1850.0,6323.0,635.0,1216.0,251.0,3066.0
Classic Car Dealer,,Undercover Cars,service,Australia,Whyalla,"296 Old Cleveland Road East, Capalaba QLD 4157, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Vanderbundt Collection,service,United States,Fort Lauderdale,"1314 East Las Olas Boulevard, Fort Lauderdale, FL 33301, USA",FXE,Fort Lauderdale,1986.0,6702.0,680.0,1306.0,269.0,3292.0
Classic Car Dealer,,Vantage Sports Cars,service,United States,Edgewater,"6956 Edgewater Dr #306, Orlando, FL 32810, USA",CFT,Clifton,2730.0,8613.0,929.0,1801.0,367.0,4531.0
Classic Car Dealer,,Véhicules de Collection and Co,service,France,Yerres,"200 Route des Baisses, 13130 Berre-l'Étang, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Vehikel Classic Cars,service,Netherlands,Zwolle,"Crommelinbaan 44, 2142 EX Cruquius, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Veloce Classic and Sports Cars Ltd,service,Canada,London,"Chelsea Harbour, London SW10 0XG, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Veloce Motorsales,service,Costa Rica,San Diego,"9340 Dowdy Dr Suite 102, San Diego, CA 92126, USA",SAN,San Diego,2963.0,9203.0,1007.0,1956.0,398.0,4919.0
Classic Car Dealer,,Vemu Car Classics,service,Netherlands,Zwolle,"Rijnsburgerweg 88, 2231 AG Rijnsburg, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Venema Antiques & Classic Cars,service,Netherlands,Zwolle,"Rijksweg 17, 6996 AA Drempt, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Veni Vidi Vici B.V.,service,Netherlands,Zwolle,"Anna Reynvaansingel 15, 1902 NS Castricum, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Via Thema,service,Switzerland,Zürich,"Chemin des Tulipiers 22, 1208 Geneva, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Victoire Vintage Automobiles,service,France,Yerres,"5511 Chemin de la Muscatelle, 13790 Châteauneuf-le-Rouge, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Villiers Classics,service,,,"30 North Street, Gainsborough, Lincolnshire DN21 2HU, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Vintage & Prestige Classic Cars,service,United Kingdom,Northampton,"2 Rye Hill Close, Lodge Farm Industrial Estate, Northampton NN5 7UA, UK",ORM,Northampton,466.0,1688.0,174.0,292.0,69.0,758.0
Classic Car Dealer,,Vintage Automobile Thomas Borchers,service,Germany,Zwickau,"Niederhörne 20, 26931 Elsfleth, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Vintage Car Collector,service,United States,Glendale,"547 Arden Ave, Glendale, CA 91203, USA",GWV,Glendale,1748.0,6040.0,601.0,1148.0,238.0,2896.0
Classic Car Dealer,,Vintage Motor Cars,service,United States,Solon,"30325 Solon Industrial Pkwy, Solon, OH 44139, USA",CID,Cedar Rapids,2014.0,6779.0,690.0,1324.0,273.0,3338.0
Classic Car Dealer,,Vintage Motors,service,France,Yerres,"55 Rue Supervielle, 62750 Loos-en-Gohelle, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Vintage Motors of Sarasota,service,United States,Sarasota,"5500 North Tamiami Trail, Sarasota, FL 34243, USA",SRQ,Sarasota,2033.0,6834.0,696.0,1337.0,275.0,3370.0
Classic Car Dealer,,Vintage Reserve Garage,service,Italy,Lodi,"121 S Cherokee Ln Lodi, CA 95240, USA",PMF,Parma,492.0,1794.0,183.0,309.0,72.0,801.0
Classic Car Dealer,,VSOC; Very Superior Old Cars,service,Netherlands,Zwolle,"Madame Curiestraat 8, 2171 TW Sassenheim, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,W.O.V.U. World Oldtimers Van Uden,service,Netherlands,Zwolle,"Ncb-Laan 26, 5462 GD Veghel, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Wagen12 GmbH,service,Germany,Zwickau,"Ellwanger Str. 100, 73441 Bopfingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Wagner Classics,service,Germany,Zwickau,"Elisenstraße 1, 51373 Leverkusen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Waimak Classic Cars,service,New Zealand,Wellington,"14 Ashworths Beach Road, Leithfield 7481, New Zealand",WLG,Wellington,8095.0,19647.0,2725.0,5370.0,1078.0,13465.0
Classic Car Dealer,,Walt Grace Vintage,service,United States,Miami,"300 NW 26th St, Miami, FL 33127, USA",TNT,Miami,517.0,1896.0,191.0,327.0,75.0,844.0
Classic Car Dealer,,Weekend Heroes,service,Germany,Zwickau,"Mauerkircherstraße 12, 81679 München, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,West Coast Classics,service,United States,Torrance,"1205 Bow Avenue, Torrance, CA 90501, USA",TOA,Torrance,2961.0,9199.0,1006.0,1955.0,398.0,4916.0
Classic Car Dealer,,Westcountry Classics,service,United Kingdom,Penzance,"A394 Rosudgeon, Penzance TR20 9QE, UK",YCC,Cornwall,1506.0,5365.0,519.0,987.0,205.0,2493.0
Classic Car Dealer,,Westerburgen Sports Cars,service,Netherlands,Zwolle,"Bijsters 15, 5131 NW Alphen, Netherlands",HLM,Holland,,,,,,
Classic Car Dealer,,Wheels by Lex,service,Netherlands,Zwolle,"Cartografenweg 32c, 5141 MT Waalwijk, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Will Stone Historic Cars,service,United States,Marlborough,"The Square, Ramsbury, Marlborough SN8 2PE, UK",MXG,Marlborough,1456.0,5224.0,502.0,953.0,199.0,2409.0
Classic Car Dealer,,William Loughran Ltd,service,Australia,Preston,"Hawthorns, Gill Lane, Preston PR4 5QN, UK",LBB,Preston,2493.0,8014.0,850.0,1644.0,336.0,4137.0
Classic Car Dealer,,Woldside Classic & Sports Car,service,United Kingdom,Louth,"Tattershall Way, Fairfield Industrial Estate, Louth LN11 0HH, UK",AYR,Ayr,6766.0,16986.0,2280.0,4486.0,902.0,11252.0
Classic Car Dealer,,Worldwide Vintage Autos,service,United States,Denver,"4001 Forest St, Denver, CO 80216, USA",APA,Denver,2433.0,7862.0,830.0,1603.0,328.0,4036.0
Classic Car Dealer,,Wres AG,service,Switzerland,Zürich,"Parkstrasse 14, 5313 Klingnau, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Yorkshire Classic & Sports Cars,service,United Kingdom,Ripon,"Ure Bank Top, Ripon, North Yorkshire HG4 1JD, UK",THV,York,1210.0,4539.0,420.0,790.0,166.0,2000.0
Classic Car Dealer,,Yorkshire Classic Car Centre,service,United Kingdom,Selby,"Selby Road, Snaith, Goole, East Yorkshire DN14 9HP, UK",THV,York,1210.0,4539.0,420.0,790.0,166.0,2000.0
Classic Car Dealer,,Your Classic Car,service,Netherlands,Zwolle,"Nikkelstraat 27 11, 1411 AG Naarden, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Customs and Hot Rods,,Big Shed Customs,service,New Zealand,Wellington,"39 School Road, Riverlands 7274, New Zealand",WLG,Wellington,8095.0,19647.0,2725.0,5370.0,1078.0,13465.0
Customs and Hot Rods,,Boneyard Builds,service,United Kingdom,Leeds,"8550 Side Trak, Leeds, AL 35094, USA",LBA,Leeds,500.0,1824.0,185.0,314.0,73.0,814.0
Customs and Hot Rods,,Choppers Auto Body Shop,service,New Zealand,Wellington,"2 Sawmill Road, Riverhead 0892, New Zealand",WLG,Wellington,8095.0,19647.0,2725.0,5370.0,1078.0,13465.0
Customs and Hot Rods,,Crown Concepts,service,United States,Tucson,"3930 West Costco Drive, Tucson, AZ 85741, USA",DMA,Tucson,2790.0,8764.0,949.0,1841.0,375.0,4631.0
Customs and Hot Rods,,Good Ol’ Days Garage and Speed Shop,service,,,"2422 Junction Hwy, Kerrville, TX 78028, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Customs and Hot Rods,,Goolsby Customs,service,United States,Hueytown,"16 Commerce Ave, Hueytown, AL 35023, USA",AUO,Auburn,2014.0,6780.0,690.0,1325.0,273.0,3339.0
Customs and Hot Rods,,Hollywood Hot Rods,service,Spain,San Fernando,"2617 N San Fernando Blvd, Burbank, CA 91504, USA",SFE,San Fernando,4268.0,11984.0,1444.0,2824.0,571.0,7092.0
Customs and Hot Rods,,JJRods,service,United States,Newark,"35 Liberty Ave, Newark, OH 43055, USA",EWR,Newark,1356.0,5482.0,467.0,889.0,181.0,2245.0
Customs and Hot Rods,,MACS Classics Hot Rods and Customs,service,United States,Idaho Falls,"3891 American Way, Idaho Falls, ID 83402, USA",IDA,Idaho Falls,2525.0,8094.0,861.0,1665.0,340.0,4190.0
Customs and Hot Rods,,Midwest Hot Rods,service,United States,Plainfield,"23533 W Main St, Plainfield, IL 60544, USA",LDO,Aurora,1764.0,6082.0,606.0,1158.0,240.0,2922.0
Customs and Hot Rods,,Moore Rods,service,Italy,Augusta,"7615 Augusta Lane, Rosharon, TX 77583, USA",AUG,Augusta,1385.0,5026.0,479.0,906.0,189.0,2291.0
Customs and Hot Rods,,Red Hills Rods & Classics,service,United States,Saint George,"4012 S River Rd, Saint George, UT 84790, USA",GRJ,Saint George,2794.0,8776.0,951.0,1844.0,376.0,4638.0
Customs and Hot Rods,,"Reisinger Custom Rebuilding, LLC",service,United States,Evansville,"5001 New Harmony Road, Evansville, IN 47720, USA",EVV,Evansville,1971.0,6660.0,675.0,1296.0,267.0,3267.0
Customs and Hot Rods,,Ross Customs Muscle Cars,service,,,"8180 South State Road, Goodrich, MI 48438, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Customs and Hot Rods,,Street Rods Only,service,United States,Macon,"11091 Woodcock Road, Macon, IL 62544, USA",MAC,Macon,1958.0,6622.0,671.0,1287.0,265.0,3245.0
Customs and Hot Rods,,Texas Speed & Restoration,service,,,"6174 I-30 Frontage Rd, Royse City, TX 75189, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Customs and Hot Rods,,Vini’s Hot Rods,service,,,"82 Hwy 265, Suite 600, Alabaster, AL 35007, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Daf,,Daf Hobby,spare parts,Netherlands,Zwolle,"Dalderhaag 9, 6136 KM Sittard, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Daimler,,Robert Grinter Restorations,service,United States,Colchester,"Unit 10, Colne House Farm, Station Road, Earls Colne, Colchester CO6 2LT, UK",ONS,Clacton-on-Sea,5519.0,14489.0,1863.0,3656.0,737.0,9175.0
Datsun,,California Datsun,spare parts,Turkey,Van,"17130 Van Buren Boulevard, Riverside, CA 92504, USA",VAN,Van,1213.0,4547.0,421.0,792.0,167.0,2005.0
Datsun,,Doctor Datsun Restorations,service,Turkey,Van,"17130 Van Buren Boulevard #495, Riverside, CA 92504, USA",VAN,Van,1213.0,4547.0,421.0,792.0,167.0,2005.0
Datsun,,Fourways Engineering,service,United Kingdom,Sevenoaks,"Units 12 & 13 Platt Industrial Estate, Maidstone Road, Saint Mary's Platt, Sevenoaks, TN15 8JL, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Datsun,,Japan Classic Parts Germany,spare parts,Germany,Zwickau,"Düsterkammer 3, 59394 Nordkirchen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Datsun,,MZR Roadsports,service,United Kingdom,Bradford,"7 Duncombe St, Bradford BD8 9AJ, UK",BDF,Bradford,1972.0,6663.0,675.0,1297.0,267.0,3269.0
Datsun,,The Z Farm,service,United States,Dalton,"Southland Farm, Dalton, Thirsk YO7 3HS, UK",DNN,Dalton,1957.0,6621.0,670.0,1287.0,265.0,3244.0
Datsun,,Z Factory,service,Australia,Whyalla,"25 Milne Avenue, Seaford VIC 3198, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
De Tomaso,,Hall Pantera,service,United States,Garfield,"15337 Garfield Avenue, Paramount, CA 90723, USA",RIL,Garfield,2514.0,8067.0,857.0,1657.0,339.0,4171.0
De Tomaso,,Pantera Miami,service,Canada,Terrace,"8855 Southwest 129th Terrace, Miami, FL 33176, USA",YXT,Terrace,2572.0,8214.0,876.0,1696.0,347.0,4268.0
De Tomaso,,Pantera Parts Connection,service,United States,Carson,"550 Mallory Way, Carson City, NV 89701, USA",CSN,Carson,2841.0,8894.0,966.0,1875.0,382.0,4716.0
De Tomaso,,Three point four,service,United Kingdom,Barnsley,"Unit F, Burton Road Business Park, Bromcliffe Park, Monk Bretton, Barnsley S71 5RN, UK",DSA,Sheffield,494.0,1800.0,183.0,311.0,72.0,805.0
DeLorean,,DeLoman,spare parts,Germany,Zwickau,"Streitheimer Str., 86477 Adelsried, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
DeLorean,,DeLorean Europe,service,France,Hem,"Driebanweg 23, 1607 ML Hem, Netherlands",HEM,Hem,879.0,3419.0,310.0,569.0,123.0,1448.0
DeLorean,,DeLorean Industries,spare parts,United States,Tallmadge,"433 Munroe Falls Road, Tallmadge, OH 44278, USA",CGF,Cleveland,1743.0,6026.0,599.0,1145.0,237.0,2888.0
DeLorean,,DeLorean Motor Company,service,Chile,San Antonio,"907 Billy Mitchell Blvd Suite 101, San Antonio, TX 78226, USA",SAT,San Antonio,2494.0,8014.0,850.0,1644.0,336.0,4138.0
DeLorean,,DeLorean Parts Northwest,spare parts,Ghana,Wa,"21047 Southeast 122nd Street, Issaquah, WA 98027, USA",WZA,Wa,,,,,,
DeLorean,,DeLorean Service Northwest,service,Ghana,Wa,"13652 Redmond - Woodinville Rd NE, Redmond, WA 98052, USA",WZA,Wa,,,,,,
DeLorean,,PJ Grady Europe,service,United States,Essex,"Units 20-21, White Road, Charfleets Road, Canvey Island, Essex SS8 0PQ, UK",CDW,Essex,1552.0,5492.0,535.0,1017.0,211.0,2569.0
DKW,,DKW Ersatzteile Hesse,spare parts,Germany,Zwickau,"Aßlarer Straße 12, 35586 Wetzlar, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
DKW,,DKW Klose,spare parts,Germany,Zwickau,"Im Moerser Feld 1E, 47441 Moers, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
DKW,,Fa. Mobilitäten,service,Germany,Zwickau,"Hummelsbütteler Steindamm 92, 22851 Norderstedt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
DKW,,Willy Weiß,spare parts,Germany,Zwickau,"Borsigstraße 10, Münklingen 71263 Weil der Stadt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,6.0,American Cars By BDC,service,Belgium,Zwijndrecht,"Nijverheidslaan 14, Gullegem 8560 Wevelgem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,5.0,RD Classics,service,Netherlands,Zwolle,"Terborgseweg 61c, 7084 AD Breedenbroek, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Dodge,,Dodge Connection,spare parts,,,"5733 Pine Avenue, Fleming Island, FL 32003, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Dodge,,Rough & Ready Power Wagons,service,United States,Indio,"44903 Golf Center Pkwy #10, Indio, CA 92203, USA",PMK,Palm Desert,6676.0,16806.0,2250.0,4426.0,890.0,11102.0
East German Brands,,Danzer Autoteile,service,Germany,Zwickau,"Olbernhauer Straße 16-18, 09125 Chemnitz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
East German Brands,,Oldtimer Service Burgstädt,service,Germany,Zwickau,"Goethestraße 83, 09217 Burgstädt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
East German Brands,,Oldtimerwelt Dresden GmbH,service,Germany,Zwickau,"Güterbahnhofstraße 10, Langebrück 01465 Dresden, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
East German Brands,,Ostmobile,service,Germany,Zwickau,"Marie-Curie-Straße 1, 16225 Eberswalde, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
East German Brands,,Osttimer,service,Czech Republic,Dvůr Králové nad Labem,"Žižkova 55, 410 02 Lovosice, Czech Republic",NAD,Dvůr Králové nad Labem,2170.0,7194.0,742.0,1428.0,293.0,3598.0
Abarth,8.0,Joop Stolze Classic Cars,service,Belgium,Lier,"Lierweg 34a, 2678 CW De Lier, Netherlands",TTC,Brea,3133.0,9634.0,1064.0,2069.0,421.0,5202.0
European Brands,,1st Choice Car & Body Repairs Ltd,service,,,"31G Park Road, Faringdon Oxfordshire SN7 7BP, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
European Brands,,"2shores International, Inc.",service,,,"11856 Conestoga Drive, Grass Valley, CA 95949, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
European Brands,,45 Classic Garage SAS,service,Italy,Vittoria,"Viale Macallè, 45, 13900 Biella, Province of Biella, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
European Brands,,Albers Sportscars V.O.F.,service,Netherlands,Zwolle,"Kruisstraat 3, 9581 EA Musselkanaal, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Atelier Automobile,service,Germany,Zwickau,"Wiebestraße 36-37, 10553 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Authentic Motorcars,service,Ghana,Wa,"17351 Northeast 70th Street, Redmond, WA 98052, USA",WZA,Wa,,,,,,
European Brands,,Auto Salon Stich,service,Austria,Wolfsberg,"Stachegasse 18, 1120 Vienna, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
European Brands,,Autobedrijf Wim Polman,service,Netherlands,Zwolle,"Postduifstraat 3, 5451 JS Mill, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Autofocus AG Goodtimer,service,Switzerland,Zürich,"Hauptstrasse 23, 9430 St. Margrethen, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
European Brands,,Aventura Motors,service,United Kingdom,Southampton,"625 County Road 39A, Southampton, NY 11968, USA",SOU,Southampton,429.0,1536.0,162.0,266.0,64.0,695.0
European Brands,,Baltus Classic,service,Germany,Zwickau,"Am Stadtholz 24-26, 33609 Bielefeld, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Body By Crome Ltd,service,Canada,Abbotsford,"1617 Ovens Rd, Newtonville, ON L0A 1J0, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
European Brands,,C.F. Mirbach GmbH&Co,service,Germany,Zwickau,"Gutenbergstraße 11, 85646 Anzing, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Car Collection Franz Wittner GmbH,service,Austria,Wolfsberg,"Winklingerstraße 14-16, 4407 Dietach, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
European Brands,,Cathedral Classics,service,Germany,Zwickau,"Am Stadtholz 24-26, 33609 Bielefeld, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Christoph Grohe SA,service,Switzerland,Zürich,"Route d'Allaman 10, 1173 Féchy, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
European Brands,,Classic Garage,service,Sweden,Umeå,"Styckjunkarvägen 2A, 632 36 Eskilstuna, Sweden",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
European Brands,,Classic Motor Action,service,Belgium,Zwijndrecht,"Burchthof 8, Avelgem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Classic Road,service,Colombia,Madrid,"Calle de Antonio Maura, 20, 28014 Madrid, Spain",MAD,Madrid,149.0,562.0,73.0,76.0,20.0,225.0
European Brands,,Classica Performance,service,Austria,Wolfsberg,"Wasserfeldstraße 15, 5020 Salzburg, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
European Brands,,ClassicMeile GmbH,service,Germany,Zwickau,"Fraunhoferstraße 88, 87700 Memmingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Classics & Cabriolets Collection,service,United Kingdom,Rochford,"Pelhams Farm, Hall Road, Rochford SS4 1PD, UK",CDW,Essex,1552.0,5492.0,535.0,1017.0,211.0,2569.0
European Brands,,DTR European Sports Cars,service,,,"28 Breakfield, Coulsdon CR5 2HS, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
European Brands,,"European Autobody, Inc.",service,United States,Boca Raton,"4453 Oak Cir, Boca Raton, FL 33431, USA",BCT,Boca Raton,1981.0,6687.0,678.0,1302.0,268.0,3283.0
European Brands,,Eurospec Cars,service,United States,Morrisville,"1113 Copeland Oaks Dr, Morrisville, NC 27560, USA",MVL,Morrisville,1459.0,5235.0,504.0,956.0,199.0,2415.0
European Brands,,Fast Classics,service,,,"Rudgwick Brickworks, Lynwick St, Rudgwick, Horsham RH12 3DH, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
European Brands,,Franks Originale,service,Switzerland,Zürich,"Werkstrasse 4, 6010 Kriens, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
European Brands,,Funcars,service,Belgium,Zwijndrecht,"Eegene 7, 9200 Dendermonde, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Garage Fritz Speich AG,service,Switzerland,Zürich,"Dufourstrasse 29, 8008 Zürich, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
European Brands,,Glen Shelly Auto Brokers,service,United States,Erie,"3000 Airport Dr Unit #406, Erie, CO 80516, USA",ERI,Erie,1700.0,5904.0,584.0,1115.0,231.0,2815.0
European Brands,,Golden-Years,service,Netherlands,Zwolle,"Bergstraat 21, 5298 VJ Liempde, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Handelsonderneming Gijs van Geloven,service,Netherlands,Zwolle,"Staalweg 1, 2612 KK Delft, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
European Brands,,Hunting Ridge Motors Inc.,service,United States,Columbus,"41 Columbus Ave, Mt Kisco, NY 10549, USA",CLU,Columbus,1907.0,6481.0,654.0,1253.0,259.0,3160.0
European Brands,,João & Ca Lda,service,Portugal,Vila Franca de Xira,"R. João das Regras 320, 4000-291 Porto, Portugal",DES,Vila Franca de Xira,2579.0,8231.0,879.0,1701.0,348.0,4280.0
European Brands,,K-TEC Ralley,service,Australia,Whyalla,"11 Donovan Street, Osborne Park WA 6017, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
European Brands,,Klassik Garage Kronberg GmbH & Co. KG,service,Germany,Zwickau,"Rudolf-Diesel-Straße 20B, 65760 Eschborn, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
European Brands,,Kollector Sàrl,service,Luxembourg,Luxembourg,"71 Rue de Luxembourg, 8440 Steinfort, Luxembourg",LUX,Luxembourg,489.0,1759.0,182.0,307.0,51.0,796.0
European Brands,,Kucarfa BV,service,Netherlands,Zwolle,"Stephensonweg 13, 4207 HA Gorinchem, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
